,Reference area,Measure,Unit of measure,Domain,TIME_PERIOD,OBS_VALUE,Observation status
3926,Latvia,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
3927,Latvia,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
3928,Latvia,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
3929,Latvia,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
3930,Latvia,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
3931,Latvia,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
3932,Latvia,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
3933,Latvia,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
3934,Latvia,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
3935,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2024,79.171,Normal value
3936,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2008,77.275,Normal value
3937,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2007,76.968,Normal value
3938,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2006,74.92,Normal value
3939,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2005,70.884,Normal value
3940,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2004,69.902,Normal value
3941,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2023,79.089,Normal value
3942,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2022,78.578,Normal value
3943,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2021,77.075,Normal value
3944,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2020,78.642,Normal value
3945,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2019,79.009,Normal value
3946,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2018,78.226,Normal value
3947,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2017,76.435,Normal value
3948,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2016,75.133,Normal value
3949,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2015,74.384,Normal value
3950,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2014,72.927,Normal value
3951,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2013,72.501,Normal value
3952,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2012,70.862,Normal value
3953,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2011,69.462,Normal value
3954,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2010,67.217,Normal value
3955,Latvia,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2009,69.51,Normal value
3956,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2022,2.050373596,Normal value
3957,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2021,2.377046241,Normal value
3958,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2011,9.005468239,Normal value
3959,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2008,1.925350901,Normal value
3960,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2024,2.3389637822,Normal value
3961,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2023,1.8688984619,Normal value
3962,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2020,2.2951564895,Normal value
3963,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2019,2.4742625261,Normal value
3964,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2018,3.1587697696,Normal value
3965,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2017,3.3588096804,Normal value
3966,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2016,4.1168135739,Normal value
3967,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2015,4.5751536659,Normal value
3968,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2014,4.8382381253,Normal value
3969,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2013,5.8809940597,Normal value
3970,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2012,7.9889432838,Normal value
3971,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2010,8.9147935442,Normal value
3972,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2009,4.6306997875,Normal value
3973,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2007,1.6763112978,Normal value
3974,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2006,2.4431987374,Normal value
3975,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2005,4.5281524397,Normal value
3976,Latvia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2004,5.0246061026,Normal value
3977,Latvia,Social support,Percentage of population aged 15 years or over,Social connections,2024,91.9698688846,Normal value
3978,Latvia,Social support,Percentage of population aged 15 years or over,Social connections,2023,91.9698688846,Normal value
3979,Latvia,Social support,Percentage of population aged 15 years or over,Social connections,2022,92.9118950524,Normal value
3980,Latvia,Social support,Percentage of population aged 15 years or over,Social connections,2021,92.9118950524,Normal value
3981,Latvia,Social support,Percentage of population aged 15 years or over,Social connections,2020,92.9118950524,Normal value
3982,Latvia,Social support,Percentage of population aged 15 years or over,Social connections,2019,88.054046084,Normal value
3983,Latvia,Social support,Percentage of population aged 15 years or over,Social connections,2018,88.054046084,Normal value
3984,Latvia,Social support,Percentage of population aged 15 years or over,Social connections,2017,88.054046084,Normal value
3985,Latvia,Social support,Percentage of population aged 15 years or over,Social connections,2016,85.848933225,Normal value
3986,Latvia,Social support,Percentage of population aged 15 years or over,Social connections,2015,85.848933225,Normal value
3987,Latvia,Social support,Percentage of population aged 15 years or over,Social connections,2014,85.848933225,Normal value
3988,Latvia,Social support,Percentage of population aged 15 years or over,Social connections,2013,81.2806697292,Normal value
3989,Latvia,Social support,Percentage of population aged 15 years or over,Social connections,2012,81.2806697292,Normal value
3990,Latvia,Social support,Percentage of population aged 15 years or over,Social connections,2011,81.2806697292,Normal value
3991,Latvia,Social support,Percentage of population aged 15 years or over,Social connections,2009,80.0195591047,Normal value
3992,Lithuania,Social support,Percentage of population aged 15 years or over,Social connections,2021,85.6874553675,Normal value
3993,Lithuania,Social support,Percentage of population aged 15 years or over,Social connections,2020,85.6874553675,Normal value
3994,Lithuania,Social support,Percentage of population aged 15 years or over,Social connections,2019,87.7508842128,Normal value
3995,Lithuania,Social support,Percentage of population aged 15 years or over,Social connections,2018,87.7508842128,Normal value
3996,Lithuania,Social support,Percentage of population aged 15 years or over,Social connections,2017,87.7508842128,Normal value
3997,Lithuania,Social support,Percentage of population aged 15 years or over,Social connections,2016,85.1337843953,Normal value
3998,Lithuania,Life expectancy at birth,Years,Health,2014,74.7,Normal value
3999,Lithuania,Life expectancy at birth,Years,Health,2013,74.1,Normal value
4000,Lithuania,Life expectancy at birth,Years,Health,2012,74.1,Normal value
4001,Lithuania,Life expectancy at birth,Years,Health,2011,73.7,Normal value
4002,Lithuania,Life expectancy at birth,Years,Health,2010,73.3,Normal value
4003,Lithuania,Life expectancy at birth,Years,Health,2009,72.9,Normal value
4004,Lithuania,Life expectancy at birth,Years,Health,2008,71.7,Normal value
4005,Lithuania,Life expectancy at birth,Years,Health,2007,70.7,Normal value
4006,Lithuania,Life expectancy at birth,Years,Health,2006,71.0,Normal value
4007,Lithuania,Life expectancy at birth,Years,Health,2005,71.2,Normal value
4008,Lithuania,Life expectancy at birth,Years,Health,2004,72.0,Normal value
4009,Lithuania,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2020,82.3366329036,Normal value
4010,Lithuania,Student reading skills,Points,Knowledge and skills,2018,475.87347969,Normal value
4011,Lithuania,Student reading skills,Points,Knowledge and skills,2015,472.4065522199,Normal value
4012,Lithuania,Student reading skills,Points,Knowledge and skills,2012,477.3066119275,Normal value
4013,Lithuania,Student reading skills,Points,Knowledge and skills,2009,468.4427344685,Normal value
4014,Lithuania,Student reading skills,Points,Knowledge and skills,2006,470.0707556732,Normal value
4015,Lithuania,Life satisfaction,0-10 scale,Subjective well-being,2024,7.1989364014,Normal value
4016,Lithuania,Life satisfaction,0-10 scale,Subjective well-being,2022,7.0921493349,Normal value
4017,Lithuania,Life satisfaction,0-10 scale,Subjective well-being,2021,6.9769955556,Normal value
4018,Lithuania,Life satisfaction,0-10 scale,Subjective well-being,2018,6.3824132637,Normal value
4019,Lithuania,Life expectancy at birth,Years,Health,2023,77.6,Normal value
4020,Lithuania,Life expectancy at birth,Years,Health,2020,75.2,Normal value
4021,Lithuania,Student reading skills,Points,Knowledge and skills,2022,471.83,Normal value
4022,Lithuania,Adult literacy skills,Points,Knowledge and skills,2023,238.3978973,Normal value
4023,Lithuania,Adult literacy skills,Points,Knowledge and skills,2015,266.8237872,Normal value
4024,Lithuania,Adult literacy skills,Points,Knowledge and skills,2014,266.82379,Normal value
4025,Lithuania,Life satisfaction,0-10 scale,Subjective well-being,2023,7.188347258,Normal value
4026,Lithuania,Life satisfaction,0-10 scale,Subjective well-being,2013,6.729421373,Normal value
4027,Lithuania,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2021,82.20292013,Normal value
4028,Lithuania,Life expectancy at birth,Years,Health,2022,75.8,Normal value
4029,Lithuania,Life expectancy at birth,Years,Health,2021,74.2,Normal value
4030,Lithuania,Life expectancy at birth,Years,Health,2019,76.5,Normal value
4031,Lithuania,Life expectancy at birth,Years,Health,2018,76.0,Normal value
4032,Lithuania,Life expectancy at birth,Years,Health,2017,75.8,Normal value
4033,Lithuania,Life expectancy at birth,Years,Health,2016,74.9,Normal value
4034,Lithuania,Life expectancy at birth,Years,Health,2015,74.6,Normal value
4035,Lithuania,Social support,Percentage of population aged 15 years or over,Social connections,2015,85.1337843953,Normal value
4036,Lithuania,Social support,Percentage of population aged 15 years or over,Social connections,2014,85.1337843953,Normal value
4037,Lithuania,Social support,Percentage of population aged 15 years or over,Social connections,2013,83.9769008678,Normal value
4038,Lithuania,Social support,Percentage of population aged 15 years or over,Social connections,2012,83.9769008678,Normal value
4039,Lithuania,Social support,Percentage of population aged 15 years or over,Social connections,2011,83.9769008678,Normal value
4040,Lithuania,Social support,Percentage of population aged 15 years or over,Social connections,2010,81.5170947156,Normal value
4041,Lithuania,Social support,Percentage of population aged 15 years or over,Social connections,2009,81.5170947156,Normal value
4042,Lithuania,Social support,Percentage of population aged 15 years or over,Social connections,2008,81.5170947156,Normal value
4043,Lithuania,Social support,Percentage of population aged 15 years or over,Social connections,2007,86.7184768881,Normal value
4044,Lithuania,Social support,Percentage of population aged 15 years or over,Social connections,2006,86.7184768881,Normal value
4045,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2022,64.6666666667,Normal value
4046,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2021,64.6666666667,Normal value
4047,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2020,64.6666666667,Normal value
4048,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2016,51.3333333333,Normal value
4049,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2015,51.3333333333,Normal value
4050,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2014,51.3333333333,Normal value
4051,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2013,43.3333333333,Normal value
4052,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2012,43.3333333333,Normal value
4053,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2011,43.3333333333,Normal value
4054,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2010,33.3333333333,Normal value
4055,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2009,33.3333333333,Normal value
4056,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2008,33.3333333333,Normal value
4057,Lithuania,Self-reported depression,Percentage of population aged 15 years or over,Health,2019,5.5,Normal value
4058,Lithuania,Self-reported depression,Percentage of population aged 15 years or over,Health,2014,3.9,Normal value
4059,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2024,73.0,Normal value
4060,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2023,73.0,Normal value
4061,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2019,67.0,Normal value
4062,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2018,67.0,Normal value
4063,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2017,67.0,Normal value
4064,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2007,32.0,Normal value
4065,Lithuania,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2006,32.0,Normal value
4066,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2023,13.4,Normal value
4067,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2022,12.6,Normal value
4068,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2021,12.9,Normal value
4069,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2020,15.1,Normal value
4070,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2019,19.0,Normal value
4071,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2018,23.4,Normal value
4072,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2017,28.2,Normal value
4073,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2016,29.6,Normal value
4074,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2015,28.9,Normal value
4075,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2014,29.4,Normal value
4076,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2013,32.9,Normal value
4077,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2012,37.5,Normal value
4078,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2011,35.9,Normal value
4079,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2010,37.7,Normal value
4080,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2009,34.4,Normal value
4081,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2008,25.9,Normal value
4082,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2007,23.7,Normal value
4083,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2006,28.7,Normal value
4084,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2005,30.3,Normal value
4085,Lithuania,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2024,11.4,Normal value
4086,Lithuania,Feeling lonely,Percentage of population aged 16 years or over,Social connections,2022,8.9217057424,Normal value
4087,Lithuania,Feeling lonely,Percentage of population aged 16 years or over,Social connections,2018,9.332625694,Normal value
4088,Lithuania,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2023,81.984237716,Normal value
4089,Lithuania,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2022,80.9704684312,Normal value
4090,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4091,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4092,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4093,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4094,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4095,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4096,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4097,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4098,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4099,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4100,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4101,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4102,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4103,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4104,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4105,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4106,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4107,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4108,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4109,Lithuania,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
4110,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4111,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4112,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4113,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4114,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4115,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4116,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4117,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4118,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4119,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4120,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4121,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4122,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4123,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4124,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4125,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4126,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4127,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4128,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4129,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4130,Lithuania,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
4131,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2024,80.994,Normal value
4132,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2008,75.29,Normal value
4133,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2007,76.313,Normal value
4134,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2006,74.776,Normal value
4135,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2005,74.604,Normal value
4136,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2004,73.243,Normal value
4137,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2023,80.399,Normal value
4138,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2022,80.957,Normal value
4139,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2021,79.871,Normal value
4140,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2020,79.356,Normal value
4141,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2019,80.564,Normal value
4142,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2018,80.367,Normal value
4143,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2017,78.845,Normal value
4144,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2016,78.163,Normal value
4145,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2015,76.405,Normal value
4146,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2014,74.993,Normal value
4147,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2013,73.556,Normal value
4148,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2012,72.481,Normal value
4149,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2011,71.126,Normal value
4150,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2010,68.368,Normal value
4151,Lithuania,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2009,70.897,Normal value
4152,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2020,2.553981804,Normal value
4153,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2017,2.741720891,Normal value
4154,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2004,5.641763838,Normal value
4155,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2024,2.4123679742,Normal value
4156,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2023,2.3662524287,Normal value
4157,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2022,2.4121944985,Normal value
4158,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2021,2.7124145233,Normal value
4159,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2019,1.9833238201,Normal value
4160,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2018,2.0423182772,Normal value
4161,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2016,3.0898839065,Normal value
4162,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2015,3.9968333346,Normal value
4163,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2014,4.8758403063,Normal value
4164,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2013,5.1443357996,Normal value
4165,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2012,6.7082453671,Normal value
4166,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2011,8.1640511689,Normal value
4167,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2010,7.5289251357,Normal value
4168,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2009,3.3175437347,Normal value
4169,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2008,1.2682544573,Normal value
4170,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2007,1.4021599598,Normal value
4171,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2006,2.6409415843,Normal value
4172,Lithuania,Long-term unemployment rate,Percentage of labour force,Work and job quality,2005,4.4566674534,Normal value
4173,Lithuania,Social support,Percentage of population aged 15 years or over,Social connections,2024,87.988591373,Normal value
4174,Lithuania,Social support,Percentage of population aged 15 years or over,Social connections,2023,87.988591373,Normal value
4175,Luxembourg,Social support,Percentage of population aged 15 years or over,Social connections,2019,90.0916002532,Normal value
4176,Luxembourg,Social support,Percentage of population aged 15 years or over,Social connections,2018,90.0916002532,Normal value
4177,Luxembourg,Social support,Percentage of population aged 15 years or over,Social connections,2017,90.0916002532,Normal value
4178,Luxembourg,Social support,Percentage of population aged 15 years or over,Social connections,2016,91.632275889,Normal value
4179,Luxembourg,Social support,Percentage of population aged 15 years or over,Social connections,2015,91.632275889,Normal value
4180,Luxembourg,Social support,Percentage of population aged 15 years or over,Social connections,2014,91.632275889,Normal value
4181,Luxembourg,Life expectancy at birth,Years,Health,2014,82.3,Normal value
4182,Luxembourg,Life expectancy at birth,Years,Health,2013,81.9,Normal value
4183,Luxembourg,Life expectancy at birth,Years,Health,2012,81.5,Normal value
4184,Luxembourg,Life expectancy at birth,Years,Health,2011,81.1,Normal value
4185,Luxembourg,Life expectancy at birth,Years,Health,2010,80.8,Normal value
4186,Luxembourg,Life expectancy at birth,Years,Health,2009,80.8,Normal value
4187,Luxembourg,Life expectancy at birth,Years,Health,2008,80.7,Normal value
4188,Luxembourg,Life expectancy at birth,Years,Health,2007,79.5,Normal value
4189,Luxembourg,Life expectancy at birth,Years,Health,2006,79.4,Normal value
4190,Luxembourg,Life expectancy at birth,Years,Health,2005,79.6,Normal value
4191,Luxembourg,Life expectancy at birth,Years,Health,2004,79.2,Normal value
4192,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2007,77.6703362984,Normal value
4193,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2006,77.6234018238,Normal value
4194,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2005,77.6331539506,Normal value
4195,Luxembourg,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2004,77.5375527098,Normal value
4196,Luxembourg,Student reading skills,Points,Knowledge and skills,2018,469.9853892538,Normal value
4197,Luxembourg,Student reading skills,Points,Knowledge and skills,2015,481.4390972999,Normal value
4198,Luxembourg,Student reading skills,Points,Knowledge and skills,2012,487.8070425543,Normal value
4199,Luxembourg,Student reading skills,Points,Knowledge and skills,2009,472.1733866855,Normal value
4200,Luxembourg,Student reading skills,Points,Knowledge and skills,2006,479.3665415702,Normal value
4201,Luxembourg,Life satisfaction,0-10 scale,Subjective well-being,2024,7.2028519607,Normal value
4202,Luxembourg,Life satisfaction,0-10 scale,Subjective well-being,2023,7.2504849558,Normal value
4203,Luxembourg,Life satisfaction,0-10 scale,Subjective well-being,2022,7.2097825661,Normal value
4204,Luxembourg,Life satisfaction,0-10 scale,Subjective well-being,2021,7.4221141231,Normal value
4205,Luxembourg,Life satisfaction,0-10 scale,Subjective well-being,2018,7.5563322403,Normal value
4206,Luxembourg,Life satisfaction,0-10 scale,Subjective well-being,2013,7.4342386137,Normal value
4207,Luxembourg,Having a say in government,Percentage of population aged 16-65 years,Civic engagement,2023,28.826903,Normal value
4208,Luxembourg,Having a say in government,Percentage of population aged 16-65 years,Civic engagement,2021,33.787987,Normal value
4209,Luxembourg,Life expectancy at birth,Years,Health,2023,83.4,Normal value
4210,Luxembourg,Life expectancy at birth,Years,Health,2022,83.0,Normal value
4211,Luxembourg,Life expectancy at birth,Years,Health,2021,82.7,Normal value
4212,Luxembourg,Life expectancy at birth,Years,Health,2020,82.2,Normal value
4213,Luxembourg,Life expectancy at birth,Years,Health,2019,82.7,Normal value
4214,Luxembourg,Life expectancy at birth,Years,Health,2018,82.3,Normal value
4215,Luxembourg,Life expectancy at birth,Years,Health,2017,82.1,Normal value
4216,Luxembourg,Life expectancy at birth,Years,Health,2016,82.7,Normal value
4217,Luxembourg,Life expectancy at birth,Years,Health,2015,82.4,Normal value
4218,Luxembourg,Social support,Percentage of population aged 15 years or over,Social connections,2013,90.6529759285,Normal value
4219,Luxembourg,Social support,Percentage of population aged 15 years or over,Social connections,2012,90.6529759285,Normal value
4220,Luxembourg,Social support,Percentage of population aged 15 years or over,Social connections,2011,90.6529759285,Normal value
4221,Luxembourg,Social support,Percentage of population aged 15 years or over,Social connections,2010,94.2758165977,Normal value
4222,Luxembourg,Social support,Percentage of population aged 15 years or over,Social connections,2008,94.2758165977,Normal value
